Gene	ModuleAssignment	Blocks	intramodule.Connectivity..unpowered.	HubGenes	external_gene_name
ENSG00000033011	2	1	2501.566002	 	ALG1
ENSG00000033030	3	1	2093.308512	 	ZCCHC8
ENSG00000033050	9	2	386.8064903	 	ABCF2
ENSG00000033100	9	2	444.3298974	 	CHPF2
ENSG00000033122	4	2	1650.490488	 	LRRC7
ENSG00000033170	2	1	2778.149628	 	FUT8
ENSG00000033178	19	2	192.2807116	 	UBA6
ENSG00000033327	4	2	1951.701842	 	GAB2
ENSG00000033627	2	1	3119.200046	 	ATP6V0A1
ENSG00000033800	3	1	2245.700342	 	PIAS1
ENSG00000033867	3	1	2415.180292	 	SLC4A7
ENSG00000034053	4	2	2042.414479	 	APBA2
ENSG00000034063	3	1	2754.879808	hub10	NA
ENSG00000034152	3	1	1477.387393	 	MAP2K3
ENSG00000034239	6	1	1087.021642	 	EFCAB1
ENSG00000034510	8	2	662.705867	 	TMSB10
ENSG00000034533	3	1	1701.374483	 	ASTE1
ENSG00000034677	5	1	538.398893	 	RNF19A
ENSG00000034693	66	1	47.48072491	 	PEX3
ENSG00000034713	5	1	1302.354963	 	GABARAPL2
ENSG00000034971	10	1	244.8605414	 	MYOC
ENSG00000035115	4	2	1355.947315	 	SH3YL1
ENSG00000035141	4	2	1836.966298	 	FAM136A
ENSG00000035403	3	1	2748.274702	 	VCL
ENSG00000035499	2	1	3572.475633	hub10;hub5	DEPDC1B
ENSG00000035664	3	1	2723.830287	 	DAPK2
ENSG00000035681	22	1	136.3417368	 	NSMAF
ENSG00000035687	7	2	852.3953972	 	ADSS
ENSG00000035720	0	3	315.1573819	 	STAP1
ENSG00000035862	4	2	1659.247367	 	TIMP2
ENSG00000035928	3	1	2796.783188	hub10	RFC1
ENSG00000036054	7	2	1076.002682	hub10	TBC1D23
ENSG00000036257	4	2	1750.856636	 	CUL3
ENSG00000036448	3	1	1599.687038	 	MYOM2
ENSG00000036473	34	3	55.9311547	 	OTC
ENSG00000036530	26	1	120.5881276	 	CYP46A1
ENSG00000036549	19	2	208.0729392	 	AC118549.1
ENSG00000036565	0	3	342.384124	 	SLC18A1
ENSG00000036672	7	2	710.5072328	 	USP2
ENSG00000036828	29	3	106.4535575	 	CASR
ENSG00000037042	4	2	1874.314252	 	TUBG2
ENSG00000037241	8	2	688.0498788	 	RPL26L1
ENSG00000037280	3	1	2339.654493	 	FLT4
ENSG00000037474	22	1	130.2343894	 	NSUN2
ENSG00000037637	8	2	710.1009991	 	FBXO42
ENSG00000037749	3	1	1924.727812	 	MFAP3
ENSG00000037757	5	1	1419.560378	hub10;hub5	MRI1
ENSG00000037897	2	1	3101.067422	 	METTL1
ENSG00000037965	1	3	4179.780381	 	HOXC8
ENSG00000038002	2	1	3147.528971	 	AGA
ENSG00000038210	2	1	3568.936043	hub10;hub5	PI4K2B
ENSG00000038219	4	2	1822.930078	 	BOD1L1
ENSG00000038274	2	1	3541.10573	hub10;hub5	MAT2B
ENSG00000038295	0	1	399.5135425	 	TLL1
ENSG00000038358	9	2	510.5963885	hub10	EDC4
ENSG00000038382	4	2	2243.081476	hub10;hub5	TRIO
ENSG00000038427	2	1	1383.204791	 	VCAN
ENSG00000038532	7	2	1049.983136	 	CLEC16A
ENSG00000038945	6	1	889.6390712	 	MSR1
ENSG00000039068	4	2	954.1085451	 	CDH1
ENSG00000039123	4	2	2097.866275	hub10	MTREX
ENSG00000039139	4	2	1737.77049	 	DNAH5
ENSG00000039319	3	1	2412.441293	 	ZFYVE16
ENSG00000039523	4	2	2214.834607	hub10;hub5	RIPOR1
ENSG00000039537	1	3	3243.717996	 	C6
ENSG00000039560	3	1	1289.716961	 	RAI14
ENSG00000039600	8	2	272.9877444	 	SOX30
ENSG00000039650	2	1	2792.213137	 	PNKP
ENSG00000039987	18	1	151.835183	 	BEST2
ENSG00000040199	8	2	779.0122103	hub10;hub5	PHLPP2
ENSG00000040275	2	1	3274.201519	 	SPDL1
ENSG00000040341	5	1	1066.236394	 	STAU2
ENSG00000040487	7	2	1017.517183	 	PQLC2
ENSG00000040531	2	1	2882.163524	 	CTNS
ENSG00000040608	9	2	529.9360541	hub10	RTN4R
ENSG00000040633	2	1	3079.788709	 	PHF23
ENSG00000040731	3	1	1168.728756	 	CDH10
ENSG00000040933	4	2	1950.859226	 	INPP4A
ENSG00000041353	25	3	111.5432185	 	RAB27B
ENSG00000041357	2	2	2928.979869	 	PSMA4
ENSG00000041515	4	2	1456.686761	 	MYO16
ENSG00000041802	5	2	527.0302642	 	LSG1
ENSG00000041880	3	1	1502.720499	 	PARP3
ENSG00000041982	3	1	1506.375634	 	TNC
ENSG00000041988	7	2	910.9649281	 	THAP3
ENSG00000042062	3	1	2550.727867	 	RIPOR3
ENSG00000042088	3	1	2624.083808	 	TDP1
ENSG00000042286	5	2	832.092304	 	AIFM2
ENSG00000042304	0	2	369.4231227	 	C2orf83
ENSG00000042317	4	2	1775.721116	 	SPATA7
ENSG00000042429	66	1	49.34074568	 	MED17
ENSG00000042445	3	1	1531.142987	 	RETSAT
ENSG00000042493	2	1	3412.0643	 	CAPG
ENSG00000042753	8	2	705.1302176	 	AP2S1
ENSG00000042781	1	3	4751.174659	 	USH2A
ENSG00000042813	0	2	297.6597312	 	ZPBP
ENSG00000042832	2	1	1603.599623	 	TG
ENSG00000042980	3	1	1165.296566	 	ADAM28
ENSG00000043039	14	1	206.1034475	 	BARX2
ENSG00000043093	7	2	892.2901448	 	DCUN1D1
ENSG00000043143	4	2	1664.164271	 	JADE2
ENSG00000043355	3	1	2641.52393	 	ZIC2
ENSG00000043462	2	1	2158.355263	 	LCP2
ENSG00000043514	5	1	1041.075068	 	TRIT1
ENSG00000043591	4	2	1132.744126	 	ADRB1
ENSG00000044012	15	3	255.5002123	 	GUCA2B
ENSG00000044090	5	2	1392.784413	hub10;hub5	CUL7
ENSG00000044115	3	1	2724.724482	 	CTNNA1
ENSG00000044446	4	2	1655.895006	 	PHKA2
ENSG00000044459	3	1	2844.294549	hub10;hub5	CNTLN
ENSG00000044524	26	1	122.6052801	 	EPHA3
ENSG00000044574	2	2	2730.067861	 	HSPA5
ENSG00000046604	3	1	2747.574255	 	DSG2
ENSG00000046647	0	1	439.8999402	 	GEMIN8
ENSG00000046651	5	2	653.2763065	 	OFD1
ENSG00000046653	4	2	1821.89643	 	GPM6B
ENSG00000046774	1	3	5899.094111	 	MAGEC2
ENSG00000046889	3	1	2020.022499	 	PREX2
ENSG00000047056	3	1	1797.912475	 	WDR37
ENSG00000047188	3	1	1790.24463	 	YTHDC2
ENSG00000047230	2	1	3290.731433	 	CTPS2
ENSG00000047249	5	1	1146.893662	 	ATP6V1H
ENSG00000047315	5	1	1109.595214	 	POLR2B
ENSG00000047346	22	2	152.989311	 	FAM214A
ENSG00000047365	26	1	95.58097343	 	ARAP2
ENSG00000047410	5	1	1323.608873	 	TPR
ENSG00000047457	3	1	1110.006619	 	CP
ENSG00000047578	5	2	1382.560816	hub10	KIAA0556
ENSG00000047579	0	1	403.6945419	 	DTNBP1
ENSG00000047597	29	3	103.6634311	 	XK
ENSG00000047617	10	1	387.0612801	 	ANO2
ENSG00000047621	5	1	1107.721594	 	C12orf4
ENSG00000047634	3	1	2439.294089	 	SCML1
ENSG00000047644	3	1	2873.70853	hub10;hub5	WWC3
ENSG00000047648	10	1	416.4327517	 	ARHGAP6
ENSG00000047662	5	2	1189.234827	 	FAM184B
ENSG00000047849	2	1	2579.660722	 	MAP4
ENSG00000047932	7	2	871.5948714	 	GOPC
ENSG00000047936	1	3	5509.985488	 	ROS1
ENSG00000048028	3	1	2825.800208	hub10	USP28
ENSG00000048052	3	1	2388.230751	 	HDAC9
ENSG00000048140	2	1	1947.554343	 	TSPAN17
ENSG00000048162	9	2	224.2198487	 	NOP16
ENSG00000048342	3	1	2578.067125	 	CC2D2A
ENSG00000048392	16	1	209.8345121	 	RRM2B
ENSG00000048405	3	1	2186.460738	 	ZNF800
ENSG00000048462	6	1	1029.524031	 	TNFRSF17
ENSG00000048471	8	2	771.5284232	hub10;hub5	SNX29
ENSG00000048540	3	1	1999.876361	 	LMO3
ENSG00000048544	4	2	2001.252318	 	MRPS10
ENSG00000048545	29	3	105.6787077	 	GUCA1A
ENSG00000048649	9	2	361.8430904	 	RSF1
ENSG00000048707	8	2	723.026994	 	VPS13D
ENSG00000048740	8	2	603.4543755	 	CELF2
ENSG00000048828	3	1	2783.679773	hub10	FAM120A
ENSG00000048991	4	2	1474.032803	 	R3HDM1
ENSG00000049089	6	1	1079.039134	 	COL9A2
ENSG00000049130	6	1	609.0798599	 	KITLG
ENSG00000049167	4	2	1881.654919	 	ERCC8
ENSG00000049192	5	1	1225.471445	 	ADAMTS6
ENSG00000049239	5	1	1360.157321	hub10	H6PD
ENSG00000049245	2	1	3132.434205	 	VAMP3
ENSG00000049246	3	1	1745.786133	 	PER3
ENSG00000049247	3	1	1255.611189	 	UTS2
ENSG00000049249	1	3	1938.139094	 	TNFRSF9
ENSG00000049283	9	2	358.783574	 	EPN3
ENSG00000049319	31	1	65.20466855	 	NA
ENSG00000049323	3	1	2717.52006	 	LTBP1
ENSG00000049449	2	1	3648.883035	hub10;hub5	RCN1
ENSG00000049540	6	1	1066.939657	 	ELN
ENSG00000049541	2	1	3618.873503	hub10;hub5	RFC2
ENSG00000049618	4	2	2067.56653	 	ARID1B
ENSG00000049656	2	1	1610.386801	 	CLPTM1L
ENSG00000049759	7	2	517.7405342	 	NEDD4L
ENSG00000049768	5	1	674.3702577	 	FOXP3
ENSG00000049769	4	2	1667.43951	 	PPP1R3F
ENSG00000049860	3	1	1073.903811	 	HEXB
ENSG00000049883	26	1	109.5289012	 	PTCD2
ENSG00000050030	2	2	2362.848871	 	NEXMIF
ENSG00000050130	19	2	181.1439108	 	JKAMP
ENSG00000050165	9	2	279.4998121	 	DKK3
ENSG00000050327	3	1	1963.465699	 	ARHGEF5
ENSG00000050344	3	1	1983.142778	 	NFE2L3
ENSG00000050393	26	1	125.0485202	 	MCUR1
ENSG00000050405	2	1	2545.576242	 	LIMA1
ENSG00000050426	2	1	2872.201953	 	LETMD1
ENSG00000050438	8	2	634.9734062	 	SLC4A8
ENSG00000050555	10	1	381.8679483	 	LAMC3
ENSG00000050628	15	3	199.2277031	 	PTGER3
ENSG00000050730	29	3	90.76443947	 	TNIP3
ENSG00000050748	2	1	2784.197549	 	MAPK9
ENSG00000050767	6	1	1171.371011	 	COL23A1
ENSG00000050820	9	2	530.0707343	hub10	BCAR1
ENSG00000051009	4	2	1975.873885	 	FAM160A2
ENSG00000051108	10	1	237.5626125	 	HERPUD1
ENSG00000051128	2	1	3222.037033	 	HOMER3
ENSG00000051180	2	1	3551.762273	hub10;hub5	RAD51
ENSG00000051341	3	1	2880.404849	hub10;hub5	POLQ
ENSG00000051382	2	1	2398.87345	 	PIK3CB
ENSG00000051523	6	1	1054.214871	 	CYBA
ENSG00000051596	2	1	2408.772755	 	THOC3
ENSG00000051620	5	2	496.6229633	 	HEBP2
ENSG00000051825	3	1	2869.423667	hub10;hub5	MPHOSPH9
ENSG00000052126	5	2	834.8893602	 	PLEKHA5
ENSG00000052344	6	1	1178.539029	 	PRSS8
ENSG00000052723	4	2	1626.640475	 	SIKE1
ENSG00000052749	7	2	956.5087883	 	RRP12
ENSG00000052795	3	1	1832.863276	 	FNIP2
ENSG00000052802	4	2	1672.387757	 	MSMO1
ENSG00000052841	8	2	786.1522483	hub10;hub5	TTC17
ENSG00000052850	6	1	1229.693141	hub10;hub5	ALX4
ENSG00000053108	3	1	1329.870567	 	FSTL4
ENSG00000053254	3	1	1878.408439	 	FOXN3
ENSG00000053328	6	1	1158.873219	 	METTL24
ENSG00000053371	2	1	3548.221284	hub10;hub5	AKR7A2
ENSG00000053372	2	1	1568.098552	 	MRTO4
ENSG00000053438	15	3	193.9152001	 	NNAT
ENSG00000053501	8	2	691.2556695	 	USE1
ENSG00000053524	2	1	2244.956359	 	MCF2L2
ENSG00000053702	5	2	1272.424406	 	NRIP2
ENSG00000053747	3	1	2630.292833	 	LAMA3
ENSG00000053770	7	2	881.0585442	 	AP5M1
ENSG00000053900	2	1	1812.075887	 	ANAPC4
ENSG00000053918	10	1	394.9841901	 	KCNQ1
ENSG00000054116	3	1	1119.769016	 	TRAPPC3
ENSG00000054118	3	1	1908.947593	 	THRAP3
ENSG00000054148	8	2	636.9693045	 	PHPT1
ENSG00000054179	3	1	2627.26674	 	ENTPD2
ENSG00000054219	6	1	1131.779865	 	LY75
ENSG00000054267	19	2	171.4316576	 	ARID4B
ENSG00000054277	19	2	167.3634484	 	OPN3
ENSG00000054282	2	1	2149.907598	 	SDCCAG8
ENSG00000054356	4	2	1901.701423	 	PTPRN
ENSG00000054392	2	1	3455.140022	hub10	HHAT
ENSG00000054523	8	2	754.9638794	hub10	KIF1B
ENSG00000054598	6	1	1166.56939	 	FOXC1
ENSG00000054611	7	2	999.6083722	 	TBC1D22A
ENSG00000054654	5	1	1331.750245	 	SYNE2
ENSG00000054690	5	2	1235.124833	 	PLEKHH1
ENSG00000054793	2	1	2557.603582	 	ATP9A
ENSG00000054796	1	3	5154.815268	 	SPO11
ENSG00000054803	3	1	1603.222927	 	CBLN4
ENSG00000054938	14	1	256.8073737	 	CHRDL2
ENSG00000054965	8	2	769.4145155	hub10;hub5	FAM168A
ENSG00000054967	3	1	2312.126027	 	RELT
ENSG00000054983	29	3	65.12245224	 	GALC
ENSG00000055044	2	2	2834.21053	 	NOP58
ENSG00000055070	2	1	3642.911936	hub10;hub5	SZRD1
ENSG00000055118	4	2	1849.14486	 	KCNH2
ENSG00000055130	2	1	2572.288017	 	CUL1
ENSG00000055147	2	1	2362.838944	 	FAM114A2
ENSG00000055163	4	2	1969.266169	 	CYFIP2
ENSG00000055208	3	1	2743.761787	 	TAB2
ENSG00000055211	2	1	3308.763339	 	GINM1
ENSG00000055332	3	1	2441.472197	 	EIF2AK2
ENSG00000055483	5	2	1427.059567	hub10;hub5	USP36
ENSG00000055609	4	2	2005.930278	 	KMT2C
ENSG00000055732	1	3	3868.901839	 	MCOLN3
ENSG00000055813	4	2	1237.732918	 	CCDC85A
ENSG00000055917	22	2	136.5982709	 	PUM2
ENSG00000055950	9	2	458.9559834	 	MRPL43
ENSG00000055955	5	2	1374.30459	hub10	ITIH4
ENSG00000055957	1	3	5550.588177	 	ITIH1
ENSG00000056050	4	2	2081.024056	 	HPF1
ENSG00000056097	7	2	956.139232	 	ZFR
ENSG00000056277	5	1	919.3723059	 	ZNF280C
ENSG00000056291	15	3	170.8160684	 	NPFFR2
ENSG00000056487	3	1	2642.528526	 	PHF21B
ENSG00000056558	5	1	1381.589269	hub10	TRAF1
ENSG00000056586	16	1	211.3729882	 	RC3H2
ENSG00000056661	7	2	827.7071578	 	NA
ENSG00000056736	2	1	1638.346985	 	IL17RB
ENSG00000056972	3	1	2151.431405	 	TRAF3IP2
ENSG00000056998	2	1	3240.887746	 	GYG2
ENSG00000057019	2	1	3067.776936	 	DCBLD2
ENSG00000057149	14	1	188.6251925	 	SERPINB3
ENSG00000057252	3	1	2476.664462	 	SOAT1
ENSG00000057294	2	1	2350.529434	 	PKP2
ENSG00000057468	0	1	337.3547527	 	MSH4
ENSG00000057593	36	1	90.47286863	 	F7
ENSG00000057608	7	2	1028.874073	 	GDI2
ENSG00000057657	2	1	1957.804346	 	PRDM1
ENSG00000057663	7	2	1064.549923	 	ATG5
ENSG00000057704	29	3	112.5075554	 	TMCC3
ENSG00000057757	3	1	2403.2966	 	PITHD1
ENSG00000057935	0	1	404.770003	 	MTA3
ENSG00000058056	3	1	1850.467893	 	USP13
ENSG00000058063	3	1	2141.620133	 	ATP11B
ENSG00000058085	2	1	1322.650948	 	LAMC2
ENSG00000058091	4	2	1329.513289	 	CDK14
ENSG00000058262	6	1	427.1334301	 	SEC61A1
ENSG00000058272	3	1	1377.79779	 	PPP1R12A
ENSG00000058335	4	2	2177.337633	hub10	RASGRF1
ENSG00000058404	4	2	2145.316654	hub10	CAMK2B
ENSG00000058453	5	1	1155.848734	 	CROCC
ENSG00000058600	7	2	885.8563302	 	POLR3E
ENSG00000058668	3	1	1908.081839	 	ATP2B4
ENSG00000058673	5	1	1182.295252	 	ZC3H11A
ENSG00000058729	4	2	2255.453019	hub10;hub5	RIOK2
ENSG00000058799	2	1	1300.042711	 	YIPF1
ENSG00000058804	2	1	3150.28798	 	NDC1
ENSG00000058866	3	1	1540.633428	 	DGKG
ENSG00000059122	9	2	537.6920428	hub10	FLYWCH1
ENSG00000059145	7	2	1036.879229	 	UNKL
ENSG00000059377	6	1	662.0059436	 	TBXAS1
ENSG00000059378	6	1	753.1870478	 	PARP12
ENSG00000059573	2	1	3241.387627	 	ALDH18A1
ENSG00000059588	5	2	1373.316533	hub10	TARBP1
ENSG00000059691	4	2	701.9935275	 	GATB
ENSG00000059728	0	1	424.4451902	 	MXD1
ENSG00000059758	16	1	204.4158007	 	CDK17
ENSG00000059769	19	2	180.4598788	 	DNAJC25
ENSG00000059804	3	1	1737.205802	 	SLC2A3
ENSG00000059915	4	2	2117.189039	hub10	PSD
ENSG00000060069	7	2	793.0827771	 	CTDP1
ENSG00000060138	2	1	3539.634159	hub10	YBX3
ENSG00000060140	4	2	704.727068	 	STYK1
ENSG00000060237	5	2	1441.010458	hub10;hub5	WNK1
ENSG00000060303	7	2	985.3931586	 	RPS17P5
ENSG00000060339	3	1	2473.126576	 	CCAR1
ENSG00000060491	7	2	917.6983073	 	OGFR
ENSG00000060558	6	1	841.0603767	 	GNA15
ENSG00000060566	1	3	3768.502216	 	CREB3L3
ENSG00000060642	3	1	2637.511955	 	PIGV
ENSG00000060656	4	2	1788.751504	 	PTPRU
ENSG00000060688	2	2	3351.903975	 	SNRNP40
ENSG00000060709	26	1	147.5385941	hub10;hub5	RIMBP2
ENSG00000060718	6	1	976.5061136	 	COL11A1
ENSG00000060749	3	1	2611.318636	 	QSER1
ENSG00000060762	7	2	995.4215	 	MPC1
ENSG00000060971	2	1	2681.399748	 	ACAA1
ENSG00000060982	5	1	842.4126556	 	BCAT1
ENSG00000061273	3	1	2689.072475	 	HDAC7
ENSG00000061337	4	2	2135.876661	hub10	LZTS1
ENSG00000061455	10	1	435.5052933	 	PRDM6
ENSG00000061492	4	2	969.4861957	 	WNT8A
ENSG00000061656	6	1	797.3426915	 	SPAG4
ENSG00000061676	16	1	207.8927319	 	NCKAP1
ENSG00000061794	7	2	1108.308612	hub10	MRPS35
ENSG00000061918	0	1	436.099443	 	GUCY1B1
ENSG00000061936	5	1	1451.579416	hub10;hub5	SFSWAP
ENSG00000061938	5	2	1352.497052	hub10	TNK2
ENSG00000061987	8	2	610.3487736	 	MON2
ENSG00000062038	28	2	107.2755373	 	CDH3
ENSG00000062096	0	1	352.6371661	 	ARSF
ENSG00000062194	4	2	2141.368165	hub10	GPBP1
ENSG00000062282	4	2	1587.872821	 	DGAT2
ENSG00000062370	3	1	1977.015843	 	ZNF112
ENSG00000062485	4	2	939.4943566	 	CS
ENSG00000062524	14	1	239.9059944	 	LTK
ENSG00000062582	35	2	92.73263431	 	MRPS24
ENSG00000062598	4	2	1895.684247	 	ELMO2
ENSG00000062650	2	1	2780.545952	 	WAPL
ENSG00000062716	7	2	1120.557311	hub10;hub5	VMP1
ENSG00000062725	19	2	214.6889591	hub10	APPBP2
ENSG00000062822	2	1	3274.360201	 	POLD1
ENSG00000063015	4	2	1994.154522	 	SEZ6
ENSG00000063046	7	2	900.5421048	 	EIF4B
ENSG00000063127	5	1	1194.524823	 	SLC6A16
ENSG00000063169	7	2	1012.395879	 	BICRA
ENSG00000063176	9	2	439.6131694	 	SPHK2
ENSG00000063177	8	2	739.4141639	hub10	RPL18
ENSG00000063180	4	2	1264.484871	 	CA11
ENSG00000063241	2	1	1717.437854	 	ISOC2
ENSG00000063244	2	1	2660.874019	 	U2AF2
ENSG00000063245	9	2	449.9584908	 	EPN1
ENSG00000063322	7	2	768.6911895	 	MED29
ENSG00000063438	22	1	124.4468802	 	AHRR
ENSG00000063515	2	1	1731.545644	 	GSC2
ENSG00000063587	5	1	995.7292623	 	ZNF275
ENSG00000063601	16	1	123.3475256	 	MTMR1
ENSG00000063660	3	1	2821.726747	hub10	GPC1
ENSG00000063761	7	2	870.55349	 	ADCK1
ENSG00000063854	2	1	1750.413356	 	HAGH
ENSG00000063978	8	2	579.2905857	 	RNF4
ENSG00000064012	6	1	801.6922775	 	CASP8
ENSG00000064042	2	1	2807.620938	 	LIMCH1
ENSG00000064102	4	2	2071.281595	 	INTS13
ENSG00000064115	2	1	2997.130597	 	TM7SF3
ENSG00000064195	2	1	1920.815886	 	DLX3
ENSG00000064199	2	1	3683.472055	hub10;hub5	SPA17
ENSG00000064201	3	1	1915.755958	 	TSPAN32
ENSG00000064205	3	1	1802.006236	 	WISP2
ENSG00000064218	3	1	2304.968383	 	DMRT3
ENSG00000064225	26	1	115.5136791	 	ST3GAL6
ENSG00000064270	4	2	1603.676331	 	ATP2C2
ENSG00000064300	29	3	100.4318615	 	NGFR
ENSG00000064309	3	1	2718.364429	 	CDON
ENSG00000064313	16	1	199.8578877	 	TAF2
ENSG00000064393	3	1	2680.523013	 	HIPK2
ENSG00000064419	2	1	2544.568748	 	TNPO3
ENSG00000064489	16	1	170.1289014	 	BORCS8-MEF2B
ENSG00000064490	2	1	3590.493719	hub10;hub5	RFXANK
ENSG00000064545	5	1	1060.883155	 	TMEM161A
ENSG00000064547	5	1	1370.36718	hub10	LPAR2
ENSG00000064601	2	1	2784.858805	 	CTSA
ENSG00000064607	5	2	1330.261189	 	SUGP2
ENSG00000064651	2	1	2854.116917	 	SLC12A2
ENSG00000064652	2	1	3403.938438	 	SNX24
ENSG00000064655	2	1	3411.190405	 	EYA2
ENSG00000064666	2	1	2248.659907	 	CNN2
ENSG00000064687	5	2	1102.343342	 	ABCA7
ENSG00000064692	3	1	2669.486615	 	SNCAIP
ENSG00000064703	19	2	202.1843813	 	DDX20
ENSG00000064726	16	1	204.7028048	 	BTBD1
ENSG00000064763	3	1	2061.343047	 	FAR2
ENSG00000064787	3	1	1593.480345	 	BCAS1
ENSG00000064835	5	1	782.4040579	 	POU1F1
ENSG00000064886	1	3	5899.134414	 	CHI3L2
ENSG00000064932	5	1	1320.052121	 	SBNO2
ENSG00000064933	4	2	2014.254817	 	PMS1
ENSG00000064961	2	1	3625.925125	hub10;hub5	HMG20B
ENSG00000064989	6	1	1078.066422	 	CALCRL
ENSG00000064995	4	2	1475.537204	 	TAF11
ENSG00000064999	7	2	912.8215668	 	ANKS1A
ENSG00000065000	7	2	1138.166674	hub10;hub5	AP3D1
ENSG00000065029	3	1	2571.02535	 	ZNF76
ENSG00000065054	6	1	988.4209536	 	SLC9A3R2
ENSG00000065057	2	1	1771.97442	 	NTHL1
ENSG00000065060	3	1	2807.757149	hub10	UHRF1BP1
ENSG00000065135	4	2	2193.236837	hub10;hub5	GNAI3
ENSG00000065150	4	2	2037.718418	 	IPO5
ENSG00000065154	3	1	1321.065983	 	OAT
ENSG00000065183	4	2	1775.924421	 	WDR3
ENSG00000065243	2	1	3196.774107	 	PKN2
ENSG00000065268	2	1	3093.045014	 	WDR18
ENSG00000065308	10	1	394.2810837	 	TRAM2
ENSG00000065320	0	3	380.6512329	 	NTN1
ENSG00000065325	1	3	2887.616691	 	GLP2R
ENSG00000065328	3	1	2802.629226	hub10;hub5	MCM10
ENSG00000065357	3	1	2007.280108	 	DGKA
ENSG00000065361	6	1	1134.604971	 	ERBB3
ENSG00000065371	1	3	2049.175826	 	ROPN1
ENSG00000065413	2	2	2746.169194	 	ANKRD44
ENSG00000065427	8	2	716.3131677	 	KARS
ENSG00000065457	5	2	1075.213119	 	ADAT1
ENSG00000065485	2	1	3073.554102	 	PDIA5
ENSG00000065491	3	1	1256.053412	 	TBC1D22B
ENSG00000065518	8	2	652.7044012	 	NDUFB4
ENSG00000065526	5	2	1389.722277	hub10	SPEN
ENSG00000065534	36	1	83.53816891	 	MYLK
ENSG00000065548	7	2	1091.057271	hub10	ZC3H15
ENSG00000065559	16	1	198.0283798	 	MAP2K4
ENSG00000065600	2	1	2065.51593	 	TMEM206
ENSG00000065609	2	1	3219.195022	 	SNAP91
ENSG00000065613	3	1	1709.617822	 	SLK
ENSG00000065615	4	2	1504.79702	 	CYB5R4
ENSG00000065618	42	1	78.3838639	 	COL17A1
ENSG00000065621	3	1	1466.004511	 	GSTO2
ENSG00000065665	2	1	2977.770152	 	SEC61A2
ENSG00000065675	25	3	107.3992077	 	PRKCQ
ENSG00000065717	7	2	530.073351	 	TLE2
ENSG00000065802	3	1	2261.809771	 	ASB1
ENSG00000065809	16	1	214.9157014	 	FAM107B
ENSG00000065833	2	1	1750.741204	 	ME1
ENSG00000065882	3	1	2730.616366	 	TBC1D1
ENSG00000065883	5	1	1078.676533	 	CDK13
ENSG00000065911	4	2	1818.859509	 	MTHFD2
ENSG00000065923	4	2	1961.36431	 	SLC9A7
ENSG00000065970	4	2	1822.628599	 	FOXJ2
ENSG00000065978	7	2	975.5351043	 	YBX1
ENSG00000065989	4	2	1954.878937	 	PDE4A
ENSG00000066027	3	1	1737.151665	 	PPP2R5A
ENSG00000066032	2	1	2390.730704	 	CTNNA2
ENSG00000066044	3	1	1863.428384	 	ELAVL1
ENSG00000066056	10	1	402.0736886	 	TIE1
ENSG00000066084	5	1	912.7225832	 	DIP2B
ENSG00000066117	7	2	789.2558244	 	SMARCD1
ENSG00000066135	4	2	2020.997651	 	KDM4A
ENSG00000066136	5	1	497.0676405	 	NFYC
ENSG00000066185	2	1	2657.415103	 	ZMYND12
ENSG00000066230	7	2	919.2792123	 	SLC9A3
ENSG00000066248	4	2	1832.781469	 	NGEF
ENSG00000066279	3	1	2847.351609	hub10;hub5	ASPM
ENSG00000066294	46	2	63.10562012	 	CD84
ENSG00000066322	6	1	918.8236091	 	ELOVL1
ENSG00000066336	46	2	71.72422811	 	SPI1
ENSG00000066379	2	1	2661.934773	 	ZNRD1
ENSG00000066382	3	1	2663.433746	 	MPPED2
ENSG00000066405	3	1	2229.248691	 	CLDN18
ENSG00000066422	3	1	1801.735262	 	ZBTB11
ENSG00000066427	16	1	172.4063298	 	ATXN3
ENSG00000066455	3	1	1063.413163	 	GOLGA5
ENSG00000066468	3	1	2715.637985	 	FGFR2
ENSG00000066557	7	2	1036.796312	 	LRRC40
ENSG00000066583	4	2	1885.559808	 	ISOC1
ENSG00000066629	4	2	1838.860841	 	EML1
ENSG00000066651	3	1	2612.386098	 	TRMT11
ENSG00000066654	19	2	179.2680699	 	THUMPD1
ENSG00000066697	7	2	906.6481798	 	MSANTD3
ENSG00000066735	4	2	1580.913566	 	KIF26A
ENSG00000066739	22	1	143.5711633	 	ATG2B
ENSG00000066777	2	1	1804.714143	 	ARFGEF1
ENSG00000066813	0	1	321.8226219	 	ACSM2B
ENSG00000066827	4	2	1334.887267	 	ZFAT
ENSG00000066855	2	1	3158.619789	 	MTFR1
ENSG00000066923	4	2	2188.751335	hub10	STAG3
ENSG00000066926	6	1	987.7449498	 	FECH
ENSG00000066933	4	2	1829.949652	 	MYO9A
ENSG00000067048	4	2	1203.665999	 	DDX3Y
ENSG00000067057	2	1	1927.692712	 	PFKP
ENSG00000067064	2	2	2517.007608	 	IDI1
ENSG00000067066	2	1	2075.117586	 	SP100
ENSG00000067082	3	1	1805.237234	 	KLF6
ENSG00000067113	4	2	1907.157578	 	PLPP1
ENSG00000067141	0	1	421.830809	 	NEO1
ENSG00000067167	19	2	178.4348176	 	TRAM1
ENSG00000067177	3	1	2812.05638	hub10;hub5	PHKA1
ENSG00000067182	6	1	969.7569186	 	TNFRSF1A
